time_id,row_id,target
26290,478_0_0,-0.5619077125331039
26290,478_0_1,2.519664479776008
26290,478_0_2,3.4344147316927733
26290,478_0_3,-0.7755109131672137
26290,478_0_4,-0.6260439061734324
26290,478_0_5,0.09713040668827475
26290,478_0_6,0.6616285887013565
26290,478_0_7,-3.8567068352918694
26290,478_0_8,-3.1132948514023946
26290,478_0_9,1.798019840161808
26290,478_0_10,-0.6425353179964004
26290,478_0_11,-3.6010850860221293
26290,478_0_12,-0.9478134796131017
26290,478_0_13,-1.4099055570253705
26290,478_0_14,-1.00379248711607
26290,478_0_15,-0.4642783794126868
26290,478_0_16,-0.8073377560053724
26290,478_0_17,3.818113296920755
26290,478_0_18,1.2364110444348773
26290,478_0_19,3.4462243123340786
26290,478_0_20,1.311192767054636
26290,478_0_21,0.2785900633480258
26290,478_0_22,-1.018253362152483
26290,478_0_23,-2.9798077632053563
26290,478_0_24,-0.7104227109828655
26290,478_0_25,0.6776904092801938
26290,478_0_26,-0.9529667099830635
26290,478_0_27,-0.9961382339212714
26290,478_0_28,-0.5813027653093241
26290,478_0_29,1.1012514471865107
26290,478_0_30,-0.5234068741690705
26290,478_0_31,-3.5681371184725497
26290,478_0_32,-2.0698821848163487
26290,478_0_33,-0.5673354256118341
26290,478_0_34,2.4145731170880493
26290,478_0_35,-0.12675482729138154
26290,478_0_36,-0.3586068205414925
26290,478_0_37,0.39807406101611803
26290,478_0_38,-0.9071974284518911
26290,478_0_39,2.706260494932847
26290,478_0_40,-0.970213720920989
26290,478_0_41,1.7848903252109827
26290,478_0_42,-0.15865778208845294
26290,478_0_43,1.918889757571558
26290,478_0_44,-0.2666677655318315
26290,478_0_45,0.3241506662128965
26290,478_0_46,-1.4201109459681773
26290,478_0_47,3.0796575934618633
26290,478_0_48,1.0371376296094321
26290,478_0_49,-0.14445331915890647
26290,478_0_50,-2.8677972734729043
26290,478_0_51,-3.6027764340883888
26290,478_0_52,0.07443507585958115
26290,478_0_53,-0.4216894775172795
26290,478_0_54,1.9578728098210163
26290,478_0_55,-0.32786705485245965
26290,478_0_56,-0.5327625429827807
26290,478_0_57,1.049472989529338
26290,478_0_58,1.7919242126776667
26290,478_0_59,-0.8638256400142486
26290,478_0_60,-0.8926385545662654
26290,478_0_61,2.220103172314821
26290,478_0_62,5.260352750092937
26290,478_0_63,-0.42286835448670596
26290,478_0_64,-1.2202993529969666
26290,478_0_65,-0.8991181229038285
26290,478_0_66,0.0029986747158390146
26290,478_0_67,0.3056983875947115
26290,478_0_68,0.18926352057083207
26290,478_0_69,0.5598647424045379
26290,478_0_70,3.183889701089469
26290,478_0_71,1.2247830592671387
26290,478_0_72,-1.620048528312918
26290,478_0_73,-0.633779758031431
26290,478_0_74,-0.5053425173972166
26290,478_0_75,1.8688299790424707
26290,478_0_76,0.23421868147111954
26290,478_0_77,2.111385565805276
26290,478_0_78,-1.4929466905493676
26290,478_0_79,-0.09615288299080996
26290,478_0_80,-1.3877955406921159
26290,478_0_81,2.2499691741050944
26290,478_0_82,1.9138242630801343
26290,478_0_83,-0.42037622846038536
26290,478_0_84,-0.8930811658282601
26290,478_0_85,0.01675633925488736
26290,478_0_86,-0.44016139257591114
26290,478_0_87,0.30065292057324
26290,478_0_88,1.3705904726575822
26290,478_0_89,1.0228757666868487
26290,478_0_90,-0.4151840564176497
26290,478_0_91,0.0683207521803714
26290,478_0_92,0.3967181261595754
26290,478_0_93,0.17383885251308934
26290,478_0_94,1.9914879108604462
26290,478_0_95,-0.4524170024196216
26290,478_0_96,-2.644695564042208
26290,478_0_97,-1.1678539238739607
26290,478_0_98,-1.4740737124655303
26290,478_0_99,-0.9958256220765511
26290,478_0_100,0.0632754440869068
26290,478_0_101,6.089240765695899
26290,478_0_102,4.378260490664607
26290,478_0_103,-1.456493731442587
26290,478_0_104,0.19365762301809977
26290,478_0_105,0.32097225662858586
26290,478_0_106,0.39322452562580806
26290,478_0_107,0.14807343985405605
26290,478_0_108,1.547295938893705
26290,478_0_109,0.4123126269484365
26290,478_0_110,0.505824450583964
26290,478_0_111,-1.9987323009648144
26290,478_0_112,0.026601806311877696
26290,478_0_113,-0.47711355482024576
26290,478_0_114,1.4752616194783756
26290,478_0_115,-0.14468280994505922
26290,478_0_116,-2.083489106167405
26290,478_0_117,-1.3467690452405074
26290,478_0_118,0.24146909002712508
26290,478_0_119,3.629027376501848
26290,478_0_120,-0.6616392472972499
26290,478_0_121,-0.1563017318551175
26290,478_0_122,-1.4204634163519188
26290,478_0_123,-0.2860191609858937
26290,478_0_124,0.3424177056565315
26290,478_0_125,2.8518189166675727
26290,478_0_126,-0.7626829361721507
26290,478_0_127,4.3578880843892325
26290,478_0_128,-1.177055372905016
26290,478_0_129,-1.8337642038698463
26290,478_0_130,-0.6568403660330084
26290,478_0_131,-0.048667161013429425
26290,478_0_132,1.3440061023081604
26290,478_0_133,-1.2093385404511448
26290,478_0_134,-1.3180635733372708
26290,478_0_135,0.04284849782242251
26290,478_0_136,1.4778557936899992
26290,478_0_137,0.1652595770227022
26290,478_0_138,-1.2687820345551055
26290,478_0_139,0.403928521100842
26290,478_0_140,-1.039286201728565
26290,478_0_141,-0.8070643880401799
26290,478_0_142,2.3318421906192426
26290,478_0_143,3.9056504829202945
26290,478_0_144,-0.5715709610673034
26290,478_0_145,-1.4449569865784246
26290,478_0_146,-0.604829458721878
26290,478_0_147,-0.794359745280073
26290,478_0_148,-0.11197098207620407
26290,478_0_149,-0.0546168423688176
26290,478_0_150,0.8120870098742643
26290,478_0_151,-0.555612087239179
26290,478_0_152,1.068457700139623
26290,478_0_153,-1.2893467903681264
26290,478_0_154,-1.242149626153725
26290,478_0_155,1.0674406882052867
26290,478_0_156,0.9380226386551227
26290,478_0_157,4.32507675880794
26290,478_0_158,5.790048282266884
26290,478_0_159,2.918830246196032
26290,478_0_160,-0.9857323723662023
26290,478_0_161,-1.7947057013896917
26290,478_0_162,-2.949413913932646
26290,478_0_163,0.33899389316025347
26290,478_0_164,-1.5631015100954664
26290,478_0_165,-2.1913714493639307
26290,478_0_166,-0.17741248620307984
26290,478_0_167,1.9145618014742134
26290,478_0_168,-0.09241257614614112
26290,478_0_169,3.5154384408541937
26290,478_0_170,0.4659416087248195
26290,478_0_171,1.1101622183130002
26290,478_0_172,-3.212819591674297
26290,478_0_173,1.357187847290914
26290,478_0_174,-1.8274906183106918
26290,478_0_175,-0.437975616374785
26290,478_0_176,-0.2325505492811409
26290,478_0_177,-1.2459525769134752
26290,478_0_178,-0.696629743550752
26290,478_0_179,0.014520712442501372
26290,478_0_180,-0.1401970480309216
