time_id,row_id,target
26290,478_0_0,-0.5024438696701597
26290,478_0_1,1.293524556269567
26290,478_0_2,1.5565261447856695
26290,478_0_3,-0.6280327115048419
26290,478_0_4,-0.5048236400168551
26290,478_0_5,0.08205440655676349
26290,478_0_6,0.5343192185876392
26290,478_0_7,-2.3948685543586103
26290,478_0_8,-1.7670684432737096
26290,478_0_9,1.1033764221514635
26290,478_0_10,-0.1381611687813304
26290,478_0_11,-1.5598118822207747
26290,478_0_12,-0.4003800791412503
26290,478_0_13,-0.8833811029784673
26290,478_0_14,-0.28915744836930046
26290,478_0_15,-0.5833807311719632
26290,478_0_16,-0.649280568563011
26290,478_0_17,2.037485799919316
26290,478_0_18,0.6258224668998321
26290,478_0_19,1.4656858359869034
26290,478_0_20,0.7666273508280308
26290,478_0_21,0.05675461827476814
26290,478_0_22,-0.8177735095014644
26290,478_0_23,-2.5481747490949056
26290,478_0_24,-0.1563741016878159
26290,478_0_25,0.5730351428958129
26290,478_0_26,-0.2854513830139518
26290,478_0_27,-0.778871099715572
26290,478_0_28,0.14938346892730592
26290,478_0_29,1.0936612463299538
26290,478_0_30,-0.1765732515089793
26290,478_0_31,-1.2067111650059132
26290,478_0_32,-1.2773545405222306
26290,478_0_33,-0.4992843117917716
26290,478_0_34,2.1016310019168536
26290,478_0_35,-0.29197696017993674
26290,478_0_36,-0.37378291571955613
26290,478_0_37,0.06528001464811005
26290,478_0_38,-0.7906334011251778
26290,478_0_39,1.5490189633890803
26290,478_0_40,-0.4051991161388775
26290,478_0_41,0.7676436241889488
26290,478_0_42,-0.4881046289740319
26290,478_0_43,1.2349626387590762
26290,478_0_44,0.11448598426480801
26290,478_0_45,-0.22706877674387382
26290,478_0_46,-0.750127540134955
26290,478_0_47,1.374334913437453
26290,478_0_48,1.235565527741727
26290,478_0_49,-0.2804761744066162
26290,478_0_50,-1.6961616763243181
26290,478_0_51,-1.800500150934065
26290,478_0_52,-0.0850595038502957
26290,478_0_53,-0.07966312743233554
26290,478_0_54,1.441920453490129
26290,478_0_55,-0.09931550888579782
26290,478_0_56,-0.13466526861226238
26290,478_0_57,1.1515790494547637
26290,478_0_58,0.862500758634932
26290,478_0_59,-0.24919420595344954
26290,478_0_60,-0.7809857659100694
26290,478_0_61,0.7876493391844293
26290,478_0_62,2.91845155695535
26290,478_0_63,-0.004774508348683917
26290,478_0_64,-1.2630113945888943
26290,478_0_65,-0.2898869442766264
26290,478_0_66,0.05557364839230154
26290,478_0_67,0.1632842406086139
26290,478_0_68,0.13024156330891654
26290,478_0_69,-0.10295686730629272
26290,478_0_70,1.0551792069758115
26290,478_0_71,1.0271211817597985
26290,478_0_72,-1.3532553294528897
26290,478_0_73,-0.15564492481482226
26290,478_0_74,-0.10909263089867657
26290,478_0_75,0.7818483162809339
26290,478_0_76,-0.27664801938075034
26290,478_0_77,1.4035653593137876
26290,478_0_78,-0.9636710263788391
26290,478_0_79,-0.9742187714914121
26290,478_0_80,-1.6879454848114523
26290,478_0_81,1.1691061811328614
26290,478_0_82,0.49614200698344646
26290,478_0_83,-0.47103051252457945
26290,478_0_84,-0.4658857290498485
26290,478_0_85,-0.005760406079433688
26290,478_0_86,0.2947282922899934
26290,478_0_87,0.8194112123730883
26290,478_0_88,1.1499380703130144
26290,478_0_89,1.2241770311458553
26290,478_0_90,0.1065051930725347
26290,478_0_91,-0.016111020954860666
26290,478_0_92,1.6549246808715714
26290,478_0_93,0.38610232634629277
26290,478_0_94,1.60121756541901
26290,478_0_95,-0.32714611435294805
26290,478_0_96,-2.19677292403674
26290,478_0_97,-0.7476397999407682
26290,478_0_98,-0.11227767431218647
26290,478_0_99,-0.6881573871074945
26290,478_0_100,-0.5438313305204209
26290,478_0_101,2.1185967589043133
26290,478_0_102,2.971645143833711
26290,478_0_103,-1.4145963565500266
26290,478_0_104,-0.044683214419547555
26290,478_0_105,0.1858879705551041
26290,478_0_106,0.19201626045128894
26290,478_0_107,-0.09655951418122181
26290,478_0_108,0.926296794852393
26290,478_0_109,0.06631118899577249
26290,478_0_110,0.42585830292602184
26290,478_0_111,-1.1332602968402599
26290,478_0_112,-0.16990242864412303
26290,478_0_113,-0.4386524037902997
26290,478_0_114,1.6476622201832436
26290,478_0_115,-0.11744334396522345
26290,478_0_116,-2.2257118181004603
26290,478_0_117,-0.7432340980421832
26290,478_0_118,-0.32500218522190966
26290,478_0_119,2.5880511907929815
26290,478_0_120,-0.13678200311016553
26290,478_0_121,-0.17596668731964887
26290,478_0_122,-0.8511515733765029
26290,478_0_123,-0.24601296937051892
26290,478_0_124,0.6271570039252417
26290,478_0_125,1.5321057774470197
26290,478_0_126,-0.8302175446668025
26290,478_0_127,2.559167371382758
26290,478_0_128,-0.4744757514767949
26290,478_0_129,-1.2309875960177412
26290,478_0_130,-0.25089841823616765
26290,478_0_131,-0.2511481242082446
26290,478_0_132,0.41902815207089866
26290,478_0_133,-1.5172199660400372
