SK_ID_CURR,TARGET
100001,0.025220065651449197
100005,0.07946321458115466
100013,0.038902785821082524
100028,0.04283848590223804
100038,0.1304177303920624
100042,0.03231289849678029
100057,0.004476560220814836
100065,0.07604556286005455
100066,0.005300662198939708
100067,0.041131120203189674
100074,0.04772581334112234
100090,0.020023923128962444
100091,0.13981561749208948
100092,0.025728022109534166
100106,0.0463630880787401
100107,0.1641840749262614
100109,0.009211927021876764
100117,0.030801546376728082
100128,0.11009399025634999
100141,0.03562543214858025
100150,0.03197961722503153
100168,0.00864478723001823
100169,0.01303921822438837
100170,0.16933339145880127
100171,0.06014492272104018
100172,0.16535829058061216
100184,0.12148314929835999
100187,0.06581201348868042
100212,0.016274993343536208
100222,0.04322420809189341
100223,0.03205264814086409
100232,0.008317701926917947
100241,0.20081728130305854
100245,0.025490786289957504
100253,0.015223604051673549
100256,0.04758090138496369
100271,0.008656276883188083
100278,0.3371187568153715
100280,0.011140458877728996
100306,0.20698945773911967
100311,0.05843020929153351
100312,0.014863481148509565
100330,0.08870652128711017
100331,0.02169702499376301
100352,0.09076062380099317
100358,0.03212329575802948
100367,0.007532038355247725
100382,0.09026138820641619
100384,0.0729171945048552
100385,0.036490315459819234
100386,0.027767181296698792
100399,0.026673139353363726
100404,0.026213594800094074
100416,0.008305281148451128
100422,0.009963096909042343
100426,0.008958414455460067
100438,0.0432352682995718
100444,0.07877642131189073
100445,0.04694922418157345
100446,0.051932689902084925
100447,0.013803156122841817
100450,0.06289627241973486
100466,0.012468834536443736
100483,0.01491790440417017
100484,0.020093743916372593
100494,0.0600262266497268
100510,0.0710588739133678
100512,0.007673420388002598
100517,0.045038862800690645
100548,0.021188189100402124
100551,0.06013648809777399
100552,0.018524558813844377
100553,0.012461419333975708
100561,0.059092777598298805
100568,0.3716277742509905
100569,0.019821543313267603
100591,0.06701939324548258
100592,0.014005388008255664
100602,0.0247873911772186
100607,0.05648042799859928
100613,0.054659183431925336
100617,0.05070915135493913
100618,0.11100394077534774
100622,0.03496082179226195
100625,0.05090770832176445
100677,0.07198555069344027
100699,0.017595293694942254
100702,0.5703777488437659
100711,0.04930966423237656
100729,0.2489941672336002
100740,0.13298098829354132
100744,0.07998702854571194
100745,0.04133356371556336
100747,0.0773636632826066
100751,0.3224199497789754
100752,0.025700314677628438
100753,0.09737276178149544
100754,0.2080835492120897
100760,0.05642187594058834
100762,0.07459903096923876
100763,0.043189961338200744
100765,0.00971888036308831
100770,0.08319315517653651
100772,0.014040095777436635
100777,0.026155478038056856
100791,0.013117566224565553
100792,0.009337118757226757
100797,0.04917416608864927
100823,0.0371584055604456
100826,0.05508030567968843
100830,0.01620997741775688
100836,0.08835388643079427
100872,0.0474698876630208
100910,0.02738390971762728
100913,0.04845470163521433
100918,0.007967084196452291
100931,0.0035712024999368453
100952,0.04143920524334075
100953,0.012184832741626376
100965,0.10201138417798092
100970,0.041624538173307836
100982,0.1762999862932287
100983,0.15408354878335734
100984,0.05941600226017346
100987,0.04596955666390482
100997,0.06336492649769318
100998,0.5076762064627984
101002,0.019259286459759068
101005,0.1329493748886918
101008,0.3936627292125981
101020,0.0441077502291699
101021,0.03918113813538623
101024,0.00725743060760468
101025,0.22600752098765536
101026,0.020908003692350456
101031,0.0101591492871319
101041,0.007099517464164028
101051,0.0014781485856700592
101055,0.0640706698721936
101056,0.06917289131214366
101057,0.028363014995901135
101064,0.012488890610096868
101079,0.04633567277255002
101087,0.006255848936634655
101090,0.01924154273855257
101092,0.13434784656225993
101097,0.14942853493211092
101099,0.018131379102272478
101107,0.12971316196600788
101118,0.022254511290856427
101125,0.13781982461813405
101126,0.006879914305666536
101128,0.007635048448271972
101136,0.04195553331305367
101140,0.25600600855332606
101149,0.09874171416588416
101160,0.14334154396493715
101169,0.18855521613806
101181,0.028525730954666498
101186,0.004368351948359626
101190,0.014856724164388104
101193,0.08233325426882167
101194,0.12999703978700441
101198,0.18949801366190275
101200,0.006391539618162621
101204,0.01100513538085123
101211,0.06664605270853165
101213,0.04776097720244795
101223,0.049597974612032546
101225,0.10733316017926939
101237,0.0470228817098803
101243,0.039532555066642716
101244,0.09332581308524429
101258,0.023178136611806545
101259,0.19495160546077805
101268,0.14673998302073787
101269,0.06011538527996214
101271,0.02088284562958401
101279,0.013789873664652362
101281,0.2828676408024263
101287,0.042435495949213434
101292,0.011491297961277938
101294,0.025070982147970104
101296,0.06536740830201568
101297,0.006229968384325095
101299,0.029676270339405335
101301,0.026846612586038425
101305,0.03615724275824798
101308,0.17377474492811262
101318,0.005339006314611128
101327,0.13277061060392498
101329,0.006684473879158132
101332,0.028815686190001594
101337,0.018721916708657155
101343,0.02140957116274866
101345,0.014244518822325586
101346,0.009280896553057763
101353,0.018304025544974553
101354,0.2237954775858529
101355,0.17169414986529377
101356,0.012685444057294496
101362,0.08932206306110269
101363,0.4907923963010665
101365,0.011025058418516026
101366,0.04812298902979832
101367,0.3859882452490543
101368,0.01876989044807187
101374,0.11902912054093559
101380,0.010814846963327898
101383,0.05451155955569981
101398,0.007624035032669076
101399,0.048893878752821786
101401,0.2851449758046301
101412,0.03972301723530687
101426,0.10835629422358563
101427,0.1918006870290526
101428,0.29423188903552394
101429,0.1810040440878388
101434,0.012297106234739008
101440,0.27327769689731524
101448,0.059408599146550715
101449,0.020478611614089814
101465,0.06144585270851473
101467,0.02338047071326686
101472,0.07078110697925784
101478,0.2114364756460079
101497,0.0849148010675758
101504,0.01592715909247525
101547,0.014499158276681735
101548,0.031996270885135
101555,0.02486609857654107
101570,0.01312137343520445
101572,0.04357249383407562
101578,0.051925332731333394
101580,0.05807790929084468
101588,0.0528838691488639
101602,0.03721938967708073
101610,0.0601613892416156
101614,0.020761889919204475
101616,0.01295466171572072
101643,0.057059259557909144
101644,0.030144345421159836
101649,0.012333595577172578
101650,0.08300419127463927
101665,0.0033679300362783222
101667,0.06590684652680287
101669,0.11105826311560615
101674,0.09736519425878666
101675,0.004495737237889765
101678,0.0383578815994842
